route_id,origin,destination,distance_km,fuel_used_liters,weather_condition,traffic_level,cargo_weight_kg,vehicle_type,avg_speed_kmph,delivery_time_hrs,fuel_type,temperature_c,humidity_percent,wind_speed_kmph,driver_id,shipment_type,delivery_status,road_type,fuel_cost_usd,emission_factor,engine_efficiency,tire_condition,brake_condition,maintenance_status,route_risk_level,fuel_station_visits,rest_stops,delivery_priority,carbon_emission_kg,co2_per_km
R04449,Warehouse_A,City_X,166.65,57.02,Clear,Low,4647.61,Truck_Small,56.07,3.83,Diesel,-2.2,30.0,15.8,D04449,Electronics,Delivered,Rural,72.79,2.73,0.42,Worn,Average,Overdue,High,0,1,Medium,155.66,0.9341
R04450,Warehouse_A,City_Y,542.32,143.51,Clear,Medium,14248.28,Truck_Medium,67.74,9.96,CNG,8.4,74.8,6.0,D04450,Furniture,Delivered,Highway,157.19,2.76,0.31,Worn,Good,Pending,High,0,1,Low,396.09,0.7304
R04451,Warehouse_A,City_Z,570.3,128.05,Clear,High,4582.62,Truck_Medium,71.21,9.83,Diesel,11.0,82.1,35.5,D04451,Machinery,Delayed,Rural,183.5,2.47,0.3,Good,Good,Overdue,High,4,1,High,316.28,0.5546
R04452,Warehouse_A,City_X,367.69,113.66,Rain,Medium,2730.99,Truck_Large,80.15,6.34,CNG,-6.8,34.7,26.4,D04452,Furniture,Delivered,Rural,116.5,2.49,0.32,Good,Poor,Overdue,Low,2,1,High,283.01,0.7697
R04453,Warehouse_C,City_X,648.9,159.14,Clear,Low,2835.69,Truck_Medium,60.66,11.34,Electric,-3.9,55.9,2.1,D04453,Machinery,Delivered,Urban,189.94,2.74,0.39,Worn,Average,On Schedule,Low,2,2,Low,436.04,0.672
R04454,Warehouse_B,City_Z,115.25,41.98,Fog,Medium,15599.48,,91.5,2.73,Diesel,3.1,48.2,33.6,D04454,Groceries,Delivered,Highway,57.96,2.78,0.47,Good,Average,On Schedule,High,2,3,High,116.7,1.0126
R04455,Warehouse_C,City_Z,187.88,39.19,Clear,Low,1546.01,Truck_Small,64.14,3.73,Diesel,31.8,86.8,43.1,D04455,Groceries,Delivered,Rural,53.87,2.7,0.28,New,Average,On Schedule,Low,0,3,Low,105.81,0.5632
R04456,Warehouse_B,City_X,568.96,125.02,Rain,Low,6499.68,Truck_Small,42.48,14.87,Electric,0.5,49.5,38.8,D04456,Groceries,In Transit,Rural,134.07,2.66,0.29,Worn,Poor,Overdue,Medium,3,3,Medium,332.55,0.5845
R04457,Warehouse_C,City_Y,108.72,33.07,Rain,High,3454.54,Truck_Medium,44.02,3.61,Diesel,1.3,64.9,46.2,D04457,Groceries,Delivered,Rural,36.32,2.72,0.36,New,Good,Pending,High,4,1,Low,89.95,0.8274
R04458,Warehouse_C,City_Y,886.86,281.83,Clear,Low,15343.29,Truck_Medium,98.29,10.48,Diesel,14.7,30.5,16.9,D04458,Electronics,Delayed,Rural,358.82,2.42,0.28,Worn,Poor,Overdue,Medium,0,3,High,682.03,0.769
R04459,Warehouse_C,City_X,185.04,64.02,Clear,Medium,10566.37,Truck_Small,77.32,3.54,Diesel,34.6,80.2,4.4,D04459,Electronics,Delivered,Rural,85.92,2.74,0.49,New,Average,Overdue,Low,3,2,High,175.41,0.948
R04460,Warehouse_A,City_Y,690.22,173.83,Clear,Medium,4904.36,Truck_Medium,69.46,11.8,CNG,16.4,31.8,35.7,D04460,Furniture,Delivered,Urban,239.21,2.51,0.47,Worn,Poor,Overdue,Medium,4,1,Low,436.31,0.6321
R04461,Warehouse_B,City_Z,421.64,155.31,Clear,Low,,Truck_Medium,92.18,5.11,Diesel,-6.0,64.2,45.1,D04461,Machinery,Delivered,Urban,203.5,2.42,0.27,Worn,Average,Pending,High,0,0,Low,375.85,0.8914
R04462,Warehouse_A,City_Y,429.8,167.89,Clear,Medium,15256.96,Truck_Small,83.01,5.97,Diesel,-0.7,74.4,15.9,D04462,Machinery,Delivered,Rural,233.63,2.67,0.48,Good,Poor,On Schedule,High,1,1,Medium,448.27,1.043
R04463,Warehouse_A,City_Z,776.65,232.85,Clear,Low,10937.43,,50.88,17.01,CNG,32.8,53.8,13.3,D04463,Electronics,Delivered,Highway,284.06,2.7,0.32,Worn,Average,Pending,Low,1,2,Medium,628.7,0.8095
R04464,Warehouse_C,City_Z,524.49,184.68,Clear,Medium,6241.15,Truck_Large,,14.57,Electric,33.8,31.9,35.7,D04464,Furniture,In Transit,Rural,236.45,2.65,0.33,New,Good,On Schedule,Low,1,0,Medium,489.4,0.9331
R04465,Warehouse_B,City_Z,739.37,225.49,Clear,Medium,12139.26,,98.93,8.25,Diesel,29.8,84.0,36.4,D04465,Furniture,Delivered,Highway,274.33,2.54,0.33,Worn,Poor,Pending,High,4,3,High,572.74,0.7746
R04466,Warehouse_B,City_Z,529.93,113.35,Clear,Low,18737.07,Truck_Small,77.75,7.5,Diesel,17.1,52.0,41.5,D04466,Furniture,Delivered,Rural,156.48,2.45,0.27,Worn,Average,Overdue,Low,1,1,Medium,277.71,0.5241
R04467,Warehouse_B,City_Y,613.26,162.65,Clear,Medium,1981.09,Truck_Small,68.62,9.9,CNG,12.0,58.0,37.3,D04467,Furniture,Delivered,Urban,176.87,2.71,0.44,Good,Average,Pending,High,2,3,Low,440.78,0.7187
R04468,Warehouse_B,City_Z,772.68,168.06,Clear,Low,6072.05,,96.68,9.21,Diesel,3.4,78.8,20.0,D04468,Groceries,Delivered,Urban,189.27,2.42,0.3,Good,Good,Overdue,Low,1,0,Medium,406.71,0.5264
R04469,Warehouse_A,City_X,626.94,249.38,Rain,Medium,6414.41,,62.15,10.66,CNG,17.4,69.6,21.2,D04469,Machinery,Delivered,Highway,353.72,2.7,0.3,New,Average,Overdue,Medium,4,2,High,673.33,1.074
R04470,Warehouse_A,City_Z,634.83,156.04,Rain,Medium,13004.42,,83.35,9.38,Petrol,24.1,49.5,40.2,D04470,Machinery,Delivered,Rural,211.78,2.78,0.44,New,Average,Pending,Medium,1,0,High,433.79,0.6833
R04471,Warehouse_B,City_X,799.76,261.67,Fog,Medium,13372.12,Truck_Medium,80.21,11.25,Petrol,20.0,62.4,13.4,D04471,Machinery,Delivered,Rural,357.86,2.8,0.27,Good,Average,Pending,High,1,3,High,732.68,0.9161
R04472,Warehouse_A,City_Z,951.63,244.44,Clear,High,4919.99,Truck_Large,80.62,13.68,Electric,1.3,35.6,5.4,D04472,Furniture,In Transit,Urban,256.56,2.56,0.33,New,Average,Pending,High,0,0,Low,625.77,0.6576
R04473,Warehouse_B,City_Z,407.88,134.87,Clear,Medium,5105.91,Truck_Small,80.63,6.05,Diesel,35.2,58.9,10.9,D04473,Groceries,In Transit,Highway,167.54,2.44,0.39,Worn,Average,Overdue,Medium,3,3,Medium,329.08,0.8068
R04474,Warehouse_A,City_Y,598.26,144.83,Clear,High,18636.04,Truck_Small,40.63,15.3,Diesel,9.5,55.7,25.3,D04474,Furniture,Delayed,Rural,185.7,2.44,0.28,New,Poor,Overdue,Low,3,3,Medium,353.39,0.5907
R04475,Warehouse_C,City_Z,131.96,47.12,Clear,Low,15369.68,Truck_Medium,89.46,3.28,Electric,34.2,75.6,28.5,D04475,Groceries,In Transit,Highway,65.49,2.6,0.36,New,Poor,Overdue,Medium,2,3,Low,122.51,0.9284
R04476,Warehouse_C,City_Z,390.86,86.83,Rain,High,18751.12,Truck_Small,95.38,4.82,Diesel,9.9,78.0,3.5,D04476,Groceries,In Transit,Urban,105.16,2.72,0.34,New,Poor,On Schedule,High,3,1,Medium,236.18,0.6043
R04477,Warehouse_B,City_Y,441.45,167.32,Clear,Medium,16763.6,Truck_Medium,66.96,7.6,Diesel,-8.1,82.3,15.2,D04477,Machinery,Delayed,Rural,212.56,2.42,0.33,New,Poor,On Schedule,High,3,3,Medium,404.91,0.9172
R04478,Warehouse_B,City_Y,843.48,310.47,Rain,Medium,8640.24,Truck_Large,,12.65,Diesel,26.9,81.4,37.5,D04478,Electronics,In Transit,Rural,347.47,2.47,0.32,New,Poor,Overdue,Medium,3,3,Low,766.86,0.9092
R04479,Warehouse_A,City_X,537.72,180.55,Rain,High,3316.25,Truck_Large,59.48,10.28,CNG,36.0,89.9,43.1,D04479,Electronics,Delivered,Highway,255.67,2.64,0.33,Good,Poor,Overdue,High,1,1,High,476.65,0.8864
R04480,Warehouse_B,City_Y,744.51,158.94,Fog,Medium,12961.46,Truck_Large,87.1,9.08,CNG,2.7,72.4,6.5,D04480,Machinery,In Transit,Urban,231.57,2.43,0.35,New,Average,Overdue,Low,3,1,Medium,386.22,0.5188
R04481,Warehouse_B,City_X,68.06,16.45,Clear,High,7687.83,Truck_Small,84.2,2.1,Diesel,17.1,67.2,25.9,D04481,Furniture,,Urban,20.27,2.75,0.28,New,Good,Overdue,High,1,1,Low,45.24,0.6647
R04482,Warehouse_A,City_Z,491.27,182.69,Clear,Medium,9082.83,,84.31,6.44,Diesel,30.4,38.8,7.5,D04482,Groceries,Delivered,Highway,222.63,2.6,0.3,New,Good,Pending,Medium,1,3,Medium,474.99,0.9669
R04483,Warehouse_B,City_X,906.25,203.36,,Medium,9091.72,,84.1,11.77,Diesel,6.1,58.1,36.1,D04483,Machinery,Delivered,Urban,236.74,2.55,0.48,Worn,Good,On Schedule,Low,3,0,Low,518.57,0.5722
R04484,Warehouse_B,City_Y,263.1,60.83,Clear,Medium,18793.87,Truck_Medium,53.11,6.92,CNG,4.3,55.8,7.8,D04484,Machinery,Delivered,Urban,68.95,2.41,0.49,Good,Good,Pending,Low,1,1,Low,146.6,0.5572
R04485,Warehouse_C,City_Z,79.95,24.69,Fog,Low,2308.39,,46.75,2.63,Diesel,10.6,74.1,4.8,D04485,Furniture,Delivered,Highway,31.52,2.45,0.5,New,Average,Pending,Low,3,3,High,60.49,0.7566
R04486,Warehouse_C,City_X,461.74,117.67,Clear,Medium,4668.97,Truck_Large,58.65,9.59,Electric,17.5,46.5,22.0,D04486,Machinery,In Transit,Highway,127.6,2.73,0.37,Good,Average,On Schedule,Low,0,3,Medium,321.24,0.6957
R04487,Warehouse_C,City_X,719.21,,Clear,High,12550.91,Truck_Medium,74.52,10.92,Petrol,17.6,82.3,4.7,D04487,Electronics,Delivered,Rural,227.59,2.68,0.28,Good,Poor,On Schedule,Medium,0,3,Medium,471.12,0.6551
R04488,Warehouse_B,City_X,481.74,151.83,Clear,Medium,17791.4,Truck_Large,63.97,8.33,Diesel,14.3,43.2,40.8,D04488,Furniture,Delivered,Urban,194.44,2.41,0.42,New,Poor,Overdue,High,3,0,High,365.91,0.7596
R04489,Warehouse_A,City_Z,486.98,133.68,Clear,Medium,18440.91,Truck_Large,54.95,10.45,Diesel,31.0,59.0,41.3,D04489,Electronics,Delayed,Urban,180.07,2.79,0.48,Good,Average,Overdue,Medium,2,2,Medium,372.97,0.7659
R04490,Warehouse_C,City_X,686.31,156.56,Clear,Medium,11615.17,Truck_Large,41.34,17.93,Diesel,-2.4,86.7,25.6,D04490,Machinery,Delivered,Rural,174.23,2.54,0.26,Good,Average,Overdue,High,1,1,Low,397.66,0.5794
R04491,Warehouse_B,City_X,291.67,89.53,Clear,Medium,1656.66,Truck_Medium,47.27,7.47,Diesel,-5.7,50.6,28.6,D04491,Groceries,In Transit,Highway,120.95,2.64,0.26,Good,Poor,Pending,Medium,3,0,High,236.36,0.8104
R04492,Warehouse_C,City_Y,764.3,212.02,Rain,Low,7894.74,Truck_Medium,46.32,17.05,Diesel,-1.6,73.7,6.6,D04492,Machinery,In Transit,Urban,213.81,2.69,0.4,Worn,Good,Overdue,Low,1,3,Medium,570.33,0.7462
R04493,Warehouse_A,City_X,195.46,67.81,,Low,18457.83,Truck_Large,97.4,3.01,Diesel,25.2,50.1,13.8,D04493,Machinery,In Transit,Highway,85.93,2.78,0.26,Good,Poor,Pending,Medium,3,1,Medium,188.51,0.9644
R04494,Warehouse_A,City_Z,425.96,93.95,Clear,Low,10498.94,Truck_Medium,86.73,6.51,Diesel,-2.7,60.9,6.1,D04494,Groceries,Delivered,Urban,133.6,2.76,0.35,New,Good,On Schedule,Low,2,0,High,259.3,0.6087
R04495,Warehouse_A,City_Y,673.21,218.2,Clear,Medium,14805.65,Truck_Large,47.37,15.91,Petrol,6.1,76.5,10.7,D04495,Groceries,Delivered,Highway,297.6,2.64,0.34,Good,Poor,On Schedule,High,1,1,High,576.05,0.8557
R04496,Warehouse_A,City_Z,836.95,240.45,Clear,High,6114.67,Truck_Large,68.03,14.02,Diesel,34.0,78.9,19.7,D04496,Groceries,In Transit,Rural,342.74,2.46,0.27,Worn,Good,On Schedule,Medium,4,0,Low,591.51,0.7067
R04497,Warehouse_A,City_Y,801.95,225.52,Snow,Low,1475.13,Truck_Large,79.27,10.67,CNG,-3.0,80.5,34.1,D04497,Furniture,Delivered,Urban,242.25,2.74,0.44,Good,Poor,Pending,Low,0,2,Low,617.92,0.7705
R04498,Warehouse_A,City_Y,735.6,181.29,Clear,Low,11988.84,Truck_Small,97.66,8.28,Diesel,16.4,36.0,36.4,D04498,Groceries,Delivered,Rural,246.45,2.73,0.28,Worn,Good,Overdue,Low,4,3,Low,494.92,0.6728
R04499,Warehouse_B,City_X,391.14,80.61,Fog,Medium,16864.64,Truck_Small,56.14,8.95,Diesel,15.3,81.3,22.2,D04499,Electronics,Delivered,Highway,99.52,2.66,0.32,New,Good,Pending,High,3,0,Medium,214.42,0.5482
R04500,Warehouse_C,City_Z,166.19,61.41,Clear,Low,19815.11,Truck_Large,55.84,3.71,CNG,-8.3,38.8,14.7,D04500,Furniture,Delivered,Urban,71.33,2.8,0.43,Worn,Poor,On Schedule,Low,2,1,High,171.95,1.0347
R04501,Warehouse_A,City_X,255.99,67.91,Clear,Medium,17085.92,Truck_Small,74.1,4.27,Petrol,-4.2,46.4,40.5,D04501,Machinery,Delivered,Rural,79.99,2.61,0.4,New,Good,Overdue,Medium,2,1,Low,177.25,0.6924
R04502,Warehouse_C,City_Y,871.59,293.04,Clear,Low,11525.89,Truck_Large,91.44,11.24,Diesel,37.5,88.3,21.9,D04502,Electronics,Delivered,Highway,307.98,2.49,0.37,Good,Average,On Schedule,Low,3,3,Medium,729.67,0.8372
R04503,Warehouse_C,City_X,864.46,336.72,Fog,Medium,12565.82,,56.78,16.31,Electric,38.1,38.7,28.0,D04503,Electronics,Delivered,Rural,454.06,2.5,0.26,Good,Average,Pending,Low,1,1,Low,841.8,0.9738
R04504,Warehouse_B,City_Y,953.98,298.59,Clear,High,16659.12,Truck_Large,47.55,20.74,CNG,33.7,45.1,13.3,D04504,Groceries,Delivered,Highway,392.93,2.56,0.44,New,Average,Pending,High,2,3,High,764.39,0.8013
R04505,Warehouse_A,City_Y,122.19,34.14,Clear,Medium,1376.4,Truck_Small,55.97,2.87,Petrol,11.6,50.1,3.3,D04505,Furniture,Delivered,Rural,36.75,2.57,0.46,Worn,Average,Pending,Medium,0,1,Medium,87.74,0.7181
R04506,Warehouse_A,City_Z,559.97,142.04,Clear,Medium,19081.24,Truck_Medium,66.94,8.99,Diesel,19.6,78.4,8.2,D04506,Electronics,Delivered,Highway,180.69,2.73,0.28,Good,Average,On Schedule,Medium,4,0,Low,387.77,0.6925
R04507,Warehouse_B,City_Z,666.25,257.71,Clear,Medium,11093.2,Truck_Medium,61.6,11.59,Diesel,31.2,49.3,35.7,D04507,Machinery,In Transit,Highway,274.42,2.75,0.5,Good,Good,Pending,Medium,0,0,High,708.7,1.0637
R04508,Warehouse_B,City_Z,725.12,243.94,Clear,Medium,,Truck_Small,91.67,9.16,Diesel,23.8,79.6,13.8,D04508,Machinery,Delayed,Urban,282.16,2.55,0.34,Worn,Poor,On Schedule,High,2,3,Low,622.05,0.8579
R04509,Warehouse_B,City_Z,661.67,220.37,Rain,High,15525.85,Truck_Large,96.58,7.37,Diesel,34.8,42.3,6.3,D04509,Machinery,Delivered,Rural,225.23,2.78,0.36,Good,Average,Overdue,High,1,1,Medium,612.63,0.9259
R04510,Warehouse_B,City_X,781.51,222.91,Fog,Medium,3894.04,Truck_Small,62.71,13.14,Diesel,5.8,66.1,32.1,D04510,Groceries,In Transit,Urban,292.13,2.77,0.35,New,Average,Pending,Medium,4,1,High,617.46,0.7901
R04511,Warehouse_B,City_Z,391.5,144.47,Fog,Low,4139.94,Truck_Small,,6.24,CNG,21.2,87.6,23.9,D04511,Machinery,Delivered,Rural,145.37,2.56,0.41,New,Poor,On Schedule,High,2,1,High,369.84,0.9447
R04512,Warehouse_C,City_Z,220.46,75.56,,Low,7719.27,Truck_Medium,44.12,6.81,Diesel,18.4,32.5,1.2,D04512,Machinery,Delivered,Urban,85.41,2.75,0.39,New,Good,Overdue,Low,2,3,Medium,207.79,0.9425
R04513,Warehouse_B,City_Z,244.35,62.71,Clear,Medium,6015.77,Truck_Medium,73.22,5.09,CNG,39.2,84.5,49.5,D04513,Machinery,Delivered,Rural,71.07,2.45,0.39,Good,Good,Pending,Low,3,2,Medium,153.64,0.6288
R04514,Warehouse_A,City_Y,61.38,19.64,Clear,Medium,9346.68,Truck_Medium,89.9,2.24,Diesel,33.9,39.9,19.1,D04514,Groceries,,Highway,26.99,2.6,0.45,New,Poor,Overdue,Low,0,2,Medium,51.06,0.8319
R04515,Warehouse_A,City_Y,382.81,109.5,Clear,Medium,12474.17,Truck_Small,65.12,7.37,Diesel,-1.7,64.9,32.8,D04515,Furniture,Delivered,Urban,134.17,2.69,0.48,Worn,Poor,Pending,High,4,3,Low,294.56,0.7695
R04516,Warehouse_B,City_Z,137.16,27.61,Snow,Low,9295.01,Truck_Medium,48.61,3.73,Diesel,-7.1,32.9,49.2,D04516,Furniture,Delivered,Rural,35.52,2.54,0.46,New,Good,Pending,Medium,1,0,Low,70.13,0.5113
R04517,Warehouse_B,City_Y,355.41,128.49,,Low,2071.99,Truck_Medium,57.05,7.23,CNG,12.3,64.3,31.7,D04517,Groceries,Delivered,Rural,144.49,2.41,0.43,Good,Good,Pending,Medium,3,2,High,309.66,0.8713
R04518,Warehouse_B,City_Y,646.8,145.25,Snow,Medium,19537.0,Truck_Medium,69.51,10.16,Petrol,17.3,66.9,15.6,D04518,Furniture,Delayed,Urban,185.02,2.42,0.26,Worn,Good,On Schedule,High,1,3,Medium,351.5,0.5434
R04519,Warehouse_B,City_X,899.75,271.72,Snow,High,9077.32,Truck_Large,90.61,11.9,Diesel,29.5,78.5,24.4,D04519,Furniture,Delivered,Highway,291.99,2.76,0.31,Good,Good,On Schedule,Medium,0,2,High,749.95,0.8335
R04520,Warehouse_B,City_Y,847.63,,Clear,Medium,17170.43,Truck_Large,84.92,11.43,Diesel,-2.0,55.0,5.1,D04520,Groceries,Delayed,Rural,338.93,2.61,0.28,Worn,Good,Overdue,Medium,0,3,High,591.24,0.6975
R04521,Warehouse_A,City_X,290.04,77.85,Rain,Low,2405.13,Truck_Small,45.01,8.39,Electric,36.0,84.9,8.5,D04521,Furniture,In Transit,Rural,97.97,2.46,0.46,New,Good,Overdue,Low,4,0,Low,191.51,0.6603
R04522,Warehouse_C,City_Y,177.38,52.41,Clear,High,16391.23,Truck_Medium,72.77,3.35,Petrol,18.6,52.2,15.6,D04522,Furniture,Delivered,Highway,75.45,2.76,0.41,New,Good,Pending,Medium,4,0,Medium,144.65,0.8155
R04523,Warehouse_B,City_Z,233.42,93.23,Clear,Medium,4294.69,Truck_Small,92.34,3.96,Diesel,32.1,35.5,4.2,D04523,Machinery,Delivered,Highway,98.16,2.78,0.26,Worn,Average,Overdue,Medium,1,3,Medium,259.18,1.1104
R04524,Warehouse_B,City_Y,972.44,,Clear,Medium,13908.69,Truck_Small,74.63,14.67,Diesel,31.8,53.2,5.7,D04524,Groceries,Delivered,Urban,354.77,2.53,0.43,Worn,Good,Pending,High,4,0,Low,692.99,0.7126
R04525,Warehouse_B,City_Y,572.0,135.26,Fog,Low,13574.33,Truck_Medium,43.9,13.67,Diesel,37.6,48.4,42.0,D04525,Groceries,Delivered,Highway,180.64,2.63,0.33,New,Poor,Overdue,Medium,4,1,Medium,355.73,0.6219
R04526,Warehouse_A,City_X,223.38,72.09,Clear,Medium,18286.33,Truck_Small,89.39,4.0,Petrol,22.9,56.8,12.5,D04526,Machinery,Delivered,Urban,100.53,2.53,0.39,Good,Good,On Schedule,Low,3,3,High,182.39,0.8165
R04527,Warehouse_A,City_Z,848.71,209.85,Rain,High,7092.86,Truck_Medium,94.41,9.74,Diesel,29.2,42.0,16.1,D04527,Electronics,Delivered,Highway,260.83,2.69,0.39,New,Average,Pending,Low,0,1,Medium,564.5,0.6651
R04528,Warehouse_C,City_X,425.43,94.07,Rain,Medium,3070.24,Truck_Medium,63.35,7.71,CNG,31.0,52.2,8.7,D04528,Groceries,Delivered,Rural,95.77,2.78,0.29,Good,Good,Overdue,Medium,2,0,Medium,261.51,0.6147
R04529,Warehouse_C,City_Z,904.26,189.93,Rain,Medium,17426.75,Truck_Large,58.61,17.0,Petrol,13.4,83.2,20.2,D04529,Electronics,Delivered,Highway,214.73,2.41,0.35,New,Average,On Schedule,Low,1,2,Medium,457.73,0.5062
R04530,Warehouse_C,City_Z,297.64,60.89,Rain,Medium,,Truck_Small,72.6,5.26,Diesel,11.6,69.1,34.9,D04530,Furniture,In Transit,Highway,69.43,2.59,0.36,Worn,Average,Overdue,High,1,0,Medium,157.71,0.5299
R04531,Warehouse_C,City_X,423.56,121.24,Clear,Low,5418.14,Truck_Small,99.05,6.16,Diesel,37.3,41.9,47.3,D04531,Groceries,Delivered,Highway,140.54,2.72,0.4,Good,Average,Overdue,Medium,4,2,High,329.77,0.7786
R04532,Warehouse_A,City_Y,529.7,151.15,Rain,Medium,10237.96,,90.25,6.73,Diesel,-6.7,33.2,26.9,D04532,Furniture,Delivered,Highway,158.12,2.68,0.47,New,Average,Pending,High,3,1,Low,405.08,0.7647
R04533,Warehouse_C,City_Z,897.98,212.92,Clear,Low,3776.58,Truck_Large,88.66,10.86,Diesel,37.6,43.0,15.0,D04533,Groceries,Delivered,Highway,212.99,2.47,0.4,New,Average,Pending,Medium,2,1,High,525.91,0.5857
R04534,Warehouse_B,City_Y,875.32,312.32,Clear,Medium,6642.3,Truck_Large,51.59,17.97,Petrol,18.9,54.6,25.5,D04534,Groceries,Delivered,Urban,393.47,2.56,0.42,Good,Good,Pending,Low,3,0,High,799.54,0.9134
R04535,Warehouse_A,City_X,595.64,134.53,Clear,High,8320.33,Truck_Small,93.71,8.13,Diesel,4.7,52.0,6.4,D04535,Groceries,Delivered,Urban,184.09,2.59,0.42,Worn,Good,Overdue,High,1,2,Medium,348.43,0.585
R04536,Warehouse_A,City_X,260.69,99.86,Clear,High,6267.85,Truck_Large,73.36,5.32,Diesel,17.9,80.9,33.9,D04536,Electronics,Delivered,Urban,111.35,2.7,0.27,Worn,Average,Overdue,High,4,0,Medium,269.62,1.0343
R04537,Warehouse_A,City_X,433.19,137.54,Fog,High,9554.93,Truck_Small,95.01,5.61,Diesel,21.9,65.2,16.4,D04537,Groceries,Delivered,Rural,185.25,2.58,0.32,New,Average,Pending,Low,0,3,Medium,354.85,0.8192
R04538,Warehouse_B,City_X,976.85,200.77,Clear,Medium,8308.36,Truck_Small,79.1,14.06,Diesel,-4.5,80.5,47.2,D04538,Machinery,Delayed,Urban,274.16,2.53,0.35,Worn,Poor,Overdue,Low,3,3,Low,507.95,0.52
R04539,Warehouse_A,City_Z,627.38,246.31,Clear,Medium,15717.23,Truck_Large,90.05,7.58,Diesel,23.5,89.9,32.9,D04539,Groceries,Delivered,Rural,296.96,2.57,0.36,New,Average,On Schedule,High,2,0,High,633.02,1.009
R04540,Warehouse_B,City_X,792.04,207.19,Clear,Medium,18449.76,Truck_Medium,49.93,16.37,Diesel,35.1,47.4,23.8,D04540,Electronics,Delivered,Rural,261.58,2.79,0.46,Worn,Poor,Pending,Low,1,1,Low,578.06,0.7298
R04541,Warehouse_C,City_Y,477.37,138.43,Clear,Low,2917.54,Truck_Small,82.39,7.59,Petrol,38.6,58.6,11.5,D04541,Groceries,Delivered,Rural,160.16,2.42,0.38,Good,Good,Overdue,High,3,2,High,335.0,0.7018
R04542,Warehouse_A,City_Y,555.41,142.66,Clear,Low,16642.75,Truck_Small,55.44,11.83,Diesel,20.0,72.3,4.6,D04542,Electronics,Delivered,Urban,169.42,2.53,0.45,New,Poor,Overdue,Low,2,0,Low,360.93,0.6498
R04543,Warehouse_B,City_Z,457.51,158.15,Clear,Medium,18703.65,Truck_Small,50.13,9.84,Diesel,6.4,60.7,9.4,D04543,Furniture,Delivered,Highway,204.73,2.48,0.48,Worn,Good,On Schedule,Medium,1,0,Low,392.21,0.8573
R04544,Warehouse_A,City_X,717.77,213.28,Fog,Low,14045.65,Truck_Small,74.44,10.59,Diesel,18.2,49.6,28.5,D04544,Machinery,Delivered,Urban,251.88,2.56,0.42,New,Poor,Pending,High,2,1,Low,546.0,0.7607
R04545,Warehouse_C,City_Z,858.9,194.52,Clear,High,19931.97,Truck_Large,76.16,13.05,Diesel,-9.9,79.0,26.0,D04545,Machinery,Delivered,Urban,243.26,2.63,0.28,Worn,Poor,Overdue,Medium,3,2,Medium,511.59,0.5956
R04546,Warehouse_A,City_Z,532.0,117.49,Clear,Medium,7365.82,Truck_Large,69.44,8.29,CNG,36.0,83.5,0.5,D04546,Electronics,Delivered,Urban,161.18,2.48,0.3,Good,Good,Pending,High,4,1,Medium,291.38,0.5477
R04547,Warehouse_C,City_Z,506.82,174.89,Clear,Low,16775.89,Truck_Large,45.34,12.97,Diesel,29.2,46.7,37.2,D04547,Furniture,Delivered,Urban,259.24,2.57,0.46,Good,Good,On Schedule,Medium,3,2,Medium,449.47,0.8868
R04548,Warehouse_A,City_X,373.27,92.35,Clear,Medium,13800.35,Truck_Large,54.68,8.19,CNG,-1.7,46.9,2.0,D04548,Machinery,Delayed,Urban,133.49,2.73,0.39,Good,Average,On Schedule,Low,4,1,Medium,252.12,0.6754
R04549,Warehouse_B,City_Y,218.24,49.66,Fog,High,7145.15,Truck_Small,54.13,5.52,Petrol,20.5,64.0,3.9,D04549,Groceries,Delivered,Urban,72.37,2.66,0.38,New,Average,On Schedule,High,3,3,High,132.1,0.6053
R04550,Warehouse_C,City_Y,942.29,282.58,Clear,High,14388.85,Truck_Medium,58.82,17.41,Petrol,-9.0,79.0,35.6,D04550,Machinery,Delivered,Highway,411.33,2.67,0.49,New,Average,Overdue,Low,2,1,High,754.49,0.8007
R04551,Warehouse_A,City_Z,350.28,126.29,,Low,10682.81,Truck_Medium,77.68,5.88,Electric,0.8,61.2,32.3,D04551,Electronics,Delivered,Urban,141.54,2.78,0.34,Good,Poor,Overdue,Medium,2,2,Medium,351.09,1.0023
R04552,Warehouse_C,City_Z,810.66,207.33,Clear,Medium,4590.5,Truck_Large,66.28,13.01,CNG,-1.5,33.6,10.8,D04552,Furniture,Delivered,Highway,305.44,2.56,0.26,Good,Good,Overdue,High,3,0,Medium,530.76,0.6547
R04553,Warehouse_C,City_Y,729.58,186.25,Rain,Medium,4303.71,Truck_Small,98.1,8.29,Diesel,-2.2,47.7,33.1,D04553,Furniture,Delivered,Rural,206.96,2.8,0.31,New,Good,On Schedule,High,1,2,High,521.5,0.7148
R04554,Warehouse_B,City_Y,801.37,293.92,Clear,Medium,14554.58,Truck_Large,40.95,20.94,Diesel,17.6,60.2,0.9,D04554,Electronics,Delivered,Rural,420.93,2.55,0.32,Good,Poor,On Schedule,Medium,4,3,Low,749.5,0.9353
R04555,Warehouse_B,City_X,939.93,215.78,Clear,Medium,14526.68,Truck_Medium,52.95,18.85,CNG,38.2,74.2,13.9,D04555,Groceries,Delivered,Highway,278.47,2.47,0.38,New,Poor,Overdue,High,0,0,Low,532.98,0.567
